key_bom	key_omdb	key_wiki
	o7362	w37222
	o7769	w23861
	o15931	w28397
b4593	o19069	w13281
	o6922	w3093
	o12281	w31286
	o13859	w4578
b16819	o19849	w8469
	o3794	w22216
	o17155	w39730
	o11467	w30301
	o6651	w4897
	o920	w37492
	o9284	w37804
b10987	o23031	w33928
	o12369	w4793
	o14436	w38724
b13709	o22024	w21590
b8713	o3427	w26478
	o664	w37526
	o18626	w25114
	o16564	w29121
	o11057	w27556
	o4192	w30965
	o3306	w8087
	o19809	w8409
	o676	w7790
b10365	o8937	w31714
	o1065	w13681
	o22668	w10805
	o19666	w33445
	o6098	w18736
	o8574	w33728
b11135	o7526	w34384
	o3430	w26744
b6024	o18580	w18365
b3803	o20511	w10519
b430	o5027	w29191
	o21425	w28830
b6733	o13726	w20380
b9839	o15016	w30077
	o17277	w11080
	o15932	w28707
	o7367	w6385
b13775	o2146	w22266
	o848	w35237
	o16999	w26106
	o17703	w10109
	o7934	w9425
	o4393	w4199
b9200	o13755	w28004
b13695	o3951	w21531
	o7657	w22726
	o5821	w14834
b15353	o10141	w38639
	o5714	w20575
	o10687	w21469
	o1258	w25010
	o16674	w18334
	o19411	w31667
	o5994	w29606
 tiger lily?"	b16338	o18028
	o22219	w43040
b11756	o22283	w36391
b7932	o10000	w24083
	o6744	w31753
	o19237	w41870
	o20829	w27826
	o20942	w11225
	o21319	w43184
	o13407	w36120
	o17704	w21293
	o12109	w12619
	o15068	w42624
	o13420	w38721
	o3671	w8007
	o7727	w11851
	o3024	w7406
b3857	o1050	w11089
b7430	o16173	w22232
	o4986	w31260
	o7947	w11852
	o1681	w30496
b16702	o8211	w42885
	o15821	w34750
	o6957	w38588
	o6169	w29567
	o15083	w2951
	o1883	w8979
	o17883	w24458
	o10997	w20246
	o20298	w29929
	o1914	w38912
	o13851	w2627
b11545	o9755	w35806
	o11371	w42529
	o23098	w38867
	o18380	w38787
	o14221	w9509
	o4043	w15007
	o17451	w31509
	o3394	w20827
	o17198	w3155
	o15177	w32997
	o13854	w3402
	o19541	w16708
	o16781	w6034
	o14048	w39799
	o1456	w6367
	o16487	w19166
	o2902	w7433
	o6904	w27431
	o19033	w35069
	o12099	w9334
	o8038	w24655
b5588	o15763	w16687
	o6326	w3595
	o609	w17405
	o15848	w39191
	o10498	w28329
	o1019	w6801
b8081	o7341	w24549
b13319	o20404	w15880
	o5920	w17740
	o14367	w37221
	o14240	w12861
	o10751	w1941
	o12321	w39317
	o22895	w38643
	o18470	w2220
	o11360	w40299
	o13193	w29756
	o14875	w38983
	o15222	w23920
b10877	o19956	w33581
b14625	o17674	w34103
	o14799	w37808
	o19279	w26795
	o22442	w25322
	o12889	w7196
b7221	o1135	w21618
	o17797	w25617
	o20499	w6528
	o12552	w35274
	o13440	w35125
	o17623	w24517
b1964	o7898	w4554
	o14979	w16083
	o6905	w27719
	o17235	w25296
	o8693	w20256
	o18825	w38499
	o19348	w42595
	o2453	w6680
	o4862	w14467
	o9372	w7614
	o6630	w9293
	o6371	w10642
	o6950	w37143
	o9243	w31968
b7169	o9981	w21363
	o8268	w32659
	o12186	w28553
	o9945	w16785
	o2193	w2063
	o4069	w5245
	o6154	w27728
b13236	o8990	w15357
	o10803	w20893
	o7986	w18264
b5203	o9942	w15375
	o6272	w32267
	o16489	w19246
	o10935	w42407
	o1693	w34401
	o7830	w41214
	o6860	w4244
	o13283	w7731
	o4494	w41285
	o2180	w40106
	o19409	w30888
b11576	o22280	w35945
	o4175	w18848
	o14049	w40406
	o13213	w34620
b8955	o10020	w27338
b7359	o15786	w21992
	o11305	w13369
	o17960	w13464
b8548	o430	w26021
	o12616	w38456
	o6309	w41209
	o4546	w5871
b7321	o2284	w21913
b15271	o15845	w38253
	o18628	w25373
b14423	o22870	w31090
	o5394	w26622
b5951	o20544	w18204
	o10490	w14785
	o21114	w25519
	o8274	w35683
	o19112	w28636
	o625	w22963
b7463	o9994	w22335
	o8512	w17871
	o2254	w9476
b12500	o4954	w4099
b1766	o9606	w3822
	o13412	w40902
	o6822	w40508
b11496	o11766	w35650
	o1257	w24215
	o22431	w23737
	o9476	w29566
b12604	o20616	w5567
	o7286	w41460
	o16848	w4335
	o10512	w39347
	o16396	w8878
	o19134	w36651
b14526	o20010	w32623
	o10092	w17896
	o19102	w25301
b10942	o3181	w33787
b15776	o10150	w39944
	o20077	w2344
	o863	w7634
	o19203	w34166
	o10077	w8993
	o14034	w26750
	o14889	w41146
b16422	o8203	w41719
	o19670	w33783
b5821	o8360	w17694
	o2972	w37738
b7605	o15793	w22887
	o9501	w36669
	o17911	w39389
	o5906	w32234
	o22951	w10875
	o12365	w4022
	o22255	w23343
	o10909	w32840
	o2960	w32228
	o18550	w13592
	o22785	w32070
	o12609	w39543
	o12428	w13799
	o11490	w40251
	o3207	w33348
	o496	w8080
	o8637	w39356
	o19292	w32642
	o384	w17004
	o4553	w10626
b9793	o5408	w29894
	o12817	w11896
b5740	o16148	w17275
	o12531	w30178
	o18110	w8780
b8513	o20573	w25952
	o1702	w40502
	o12010	w38522
	o15575	w29692
	o17922	w41982
	o20380	w6207
	o19909	w22568
	o11946	w37614
	o20729	w22160
	o6575	w35322
	o6554	w21979
	o22047	w37952
	o21154	w42456
	o9188	w26258
	o8763	w41831
	o1076	w14790
	o7249	w27557
	o13126	w7519
	o17644	w34880
	o4612	w23347
	o13067	w26626
	o21476	w5323
b3550	o2024	w10058
	o5853	w33031
	o16346	w2522
	o1981	w15286
	o20989	w22793
	o12520	w28819
b8409	o18223	w25603
	o381	w16912
b8343	o7495	w25426
b14036	o2701	w26223
	o16514	w22103
b16578	o22068	w42299
	o4120	w23601
	o14035	w26765
b12423	o21624	w3136
b6301	o3775	w19153
	o1507	w3811
	o18006	w13733
b7397	o9990	w22139
	o2079	w26120
	o10448	w18701
	o12038	w40705
	o8859	w19924
b15197	o11798	w37976
	o18151	w13624
b13806	o9781	w22595
	o22164	w11534
	o22149	w31431
b13102	o15835	w13399
	o21459	w36388
	o7663	w23364
b7295	o8370	w21808
	o242	w26558
	o8550	w27814
	o3380	w18562
b1510	o3270	w3054
	o18312	w8812
	o19088	w21708
	o21475	w4598
	o21401	w20898
	o19256	w7492
b6601	o9966	w20017
b15030	o18373	w41194
	o7757	w19863
	o14584	w5232
	o22690	w13807
	o7003	w15191
	o19509	w10572
	o18378	w38747
	o22599	w42202
b4868	o20179	w14211
	o15947	w34221
	o4681	w7907
b10998	o20336	w33957
	o5462	w21482
	o3153	w24203
	o10181	w1889
b10120	o3867	w30970
	o7005	w15453
	o16974	w22343
	o19636	w29242
	o14303	w22441
b15203	o5474	w38003
b15163	o5473	w43027
	o8815	w8804
	o11219	w28149
	o20290	w28507
	o7095	w5388
	o13833	w42028
	o14675	w19746
b7493	o11717	w22459
b8644	o21413	w26312
	o7806	w33643
b9975	o13768	w30575
	o15792	w22857
	o4012	w41264
b11903	o18988	w36912
	o6540	w16044
b6062	o18179	w18481
	o4651	w32320
	o6660	w6335
b4540	o21571	w13073
	o9141	w18865
	o8923	w29037
	o17890	w32174
	o21501	w33759
	o409	w22221
b13670	o13607	w21461
	o4843	w6406
	o12544	w32844
	o16111	w7871
	o5352	w18422
	o14567	w2005
	o13874	w7413
	o17162	w40325
	o10327	w37504
	o22943	w6042
	o11076	w3344
	o6862	w5848
	o1689	w33342
	o15923	w24969
	o12137	w17449
	o17520	w26587
	o8685	w17373
	o15174	w32454
b5972	o16481	w18243
	o14702	w23725
	o8346	w13651
b11414	o19964	w35398
	o18589	w18924
b12760	o22010	w8142
	o3941	w14900
	o2513	w16099
	o15955	w35688
b6261	o3772	w19057
	o4367	w41953
	o10434	w10501
	o11438	w35482
	o17693	w42395
	o10889	w21707
	o11502	w8795
	o21898	w18536
b7954	o10002	w24162
	o10892	w23071
	o4444	w31507
	o3036	w16634
	o22350	w4356
	o6824	w38149
	o14402	w23847
	o7363	w37332
	o13173	w22510
	o19876	w15392
b8115	o16534	w24616
	o4038	w9991
	o10465	w31451
b2766	o16106	w7305
	o14397	w16779
	o10570	w8726
	o12264	w24406
	o2467	w8752
	o20975	w18239
b7201	o9983	w21459
b12489	o22501	w3911
	o10040	w31219
	o19103	w25803
	o2073	w24907
	o19141	w2304
	o17207	w9353
	o10793	w17457
b12400	o16254	w2786
b14831	o1913	w38046
	o7389	w39966
	o7507	w27737
	o9203	w28520
	o2472	w9668
	o5104	w21738
	o3655	w6371
b13023	o18321	w12322
	o18634	w26281
	o20852	w41943
	o10396	w39971
b14280	o3533	w29598
	o20619	w9871
	o9266	w35564
	o13872	w7127
b6352	o18184	w19327
	o10836	w34050
	o2111	w35100
	o13147	w14339
	o11323	w29053
	o22916	w42904
	o5796	w36541
	o19043	w3685
	o17382	w21112
b8582	o16190	w26111
	o638	w28493
	o4785	w39226
	o10804	w21289
b14850	o10701	w38518
	o21745	w9404
	o21039	w37700
b14627	o1271	w34122
	o11129	w12841
	o15247	w40820
	o558	w42007
	o16913	w14192
	o17289	w16047
	o4674	w6095
	o22463	w31735
b11343	o21615	w35165
b12032	o8119	w37248
	o883	w19563
	o14213	w8010
	o17794	w25013
	o17038	w32865
	o3412	w24501
	o23061	w8640
	o9113	w14398
	o12589	w22691
	o5248	w33129
	o2482	w11278
	o17386	w23918
	o13158	w16693
	o6015	w2389
	o18215	w24150
	o8301	w36997
	o10357	w21227
	o15810	w32903
	o15396	w33827
	o18798	w25792
	o22482	w34990
	o14322	w28960
	o7504	w27144
b15070	o8175	w42072
	o12293	w36326
	o6261	w24608
	o17774	w21198
b1242	o10419	w2221
b9563	o8391	w29110
	o16000	w22616
	o23	w3816
	o18817	w31987
	o195	w34292
	o9147	w20390
	o6450	w30522
	o6690	w16336
	o12297	w37488
	o2790	w11877
	o202	w35131
	o22489	w37091
b13833	o10105	w22792
	o20866	w41759
	o5897	w42413
b3754	o21864	w10782
	o6164	w28742
	o5782	w33902
	o6916	w36199
	o8373	w23421
	o9055	w2071
	o2875	w33856
	o915	w35698
	o17823	w32366
	o4945	w37179
b9998	o3865	w30664
b4117	o18141	w11731
	o17804	w27523
	o14091	w15013
	o16733	w38763
	o19210	w35761
b4600	o14632	w13307
	o12998	w12628
	o21067	w12840
	o12994	w12617
	o4831	w3929
b3679	o9917	w10479
	o19064	w12492
	o7895	w4059
	o3552	w43182
	o10984	w12230
	o19651	w31683
b2391	o16380	w6076
	o1030	w8606
	o5272	w36650
	o1734	w1752
	o14628	w12817
	o23091	w36749
	o8237	w14011
	o17987	w29444
	o4995	w40043
	o3645	w4787
	o18702	w34154
	o7673	w25479
	o21879	w12826
	o748	w1834
	o22735	w23925
b13563	o15217	w19564
	o8931	w30767
	o10180	w1647
b2923	o9632	w7709
b16767	o21656	w43100
b12768	o11778	w8251
	o2489	w12371
	o20884	w12847
	o17093	w18118
b6262	o1111	w19064
	o11284	w37794
b4079	o20515	w11640
b14481	o2350	w31949
	o18822	w34650
	o4086	w12618
	o19217	w40892
	o8993	w18183
b8877	o8056	w27047
	o14676	w20073
b1614	o8796	w3365
	o7798	w32966
	o18528	w11213
b9100	o10022	w27684
b6360	o1117	w19355
	o8000	w20034
	o5996	w42503
b13054	o8141	w12823
	o6903	w27217
b10960	o19959	w33816
	o20429	w30724
	o13456	w4009
	o12373	w5124
b1756	o1007	w3752
b2062	o6347	w4866
	o10772	w10831
	o4972	w18310
	o17097	w21683
	o22507	w7699
b13002	o10082	w12071
	o20112	w5502
	o10730	w18875
	o15437	w9902
	o6016	w2447
	o18804	w28198
	o15461	w33363
b11706	o18723	w36194
	o12446	w15341
	o16229	w35060
	o5949	w14940
	o15232	w35138
	o4700	w14824
	o19760	w40392
	o22756	w26485
	o15245	w39605
b4478	o17603	w12871
b13750	o10101	w21824
	o7303	w1929
b7818	o16527	w23575
	o721	w38460
	o3463	w32859
	o4344	w14526
b16254	o18860	w41179
b2127	o7427	w5143
	o11098	w5657
	o1385	w20816
	o12907	w29344
	o15287	w3695
	o11802	w38764
	o2814	w17224
	o12267	w25129
b9447	o3442	w28811
	o20677	w3172
	o11145	w16229
	o21317	w42918
	o7383	w42833
b4449	o7455	w12743
	o1133	w21331
	o2946	w24285
	o4944	w37031
	o20287	w28011
	o20951	w13536
	o14255	w14426
	o821	w28180
	o4461	w37037
	o23081	w22685
	o12441	w15010
	o21992	w36346
	o22700	w16799
	o18789	w20814
	o170	w29496
	o20752	w29031
	o15155	w26650
	o10771	w10413
	o11829	w3238
	o17369	w11098
	o18387	w39603
b9846	o3449	w30091
	o1493	w1741
	o15295	w4956
b1543	o7884	w3186
	o14038	w33251
	o22186	w30202
	o4314	w32259
	o12204	w37834
b9904	o13767	w30351
	o7148	w27324
	o14374	w2383
	o22372	w9169
	o13248	w39909
	o3290	w5457
b952	o5222	w1563
	o2504	w14838
	o18816	w31149
	o9996	w23097
	o12613	w38192
	o173	w30305
	o14156	w40013
b4207	o3707	w11933
	o2184	w40834
	o19004	w34596
	o7390	w40576
	o22160	w4781
	o19483	w4656
	o12999	w12629
b5112	o2507	w15101
	o15226	w27823
	o14360	w36704
	o15481	w41038
	o6968	w42108
	o14430	w38260
	o14854	w34456
	o5721	w21206
b15993	o6503	w40423
	o20350	w36061
b14700	o8165	w35808
	o6409	w18748
	o9270	w35858
	o6642	w2242
	o10431	w9563
	o20946	w12170
	o1945	w13504
	o15685	w2057
	o13622	w30425
b13160	o1461	w14432
	o16995	w25890
b10092	o7517	w30937
	o1919	w38221
	o17240	w27652
	o23056	w3181
	o14040	w34388
	o616	w19118
b15992	o3569	w40420
b4951	o7967	w14472
	o11246	w32156
	o8731	w12536
b1974	o16097	w4590
	o8269	w32868
	o3987	w38780
	o3441	w28759
	o2248	w7885
b11894	o1449	w36874
	o21009	w28337
	o29	w4739
	o22342	w3628
	o8849	w18250
	o3864	w30603
b1494	o18893	w2996
	o660	w36705
	o17302	w23127
	o22201	w42482
	o3347	w13931
	o19553	w18281
	o15987	w14868
	o8493	w9503
	o22459	w30834
	o571	w1347
	o3695	w10846
	o12927	w39601
	o11606	w28668
	o10827	w29822
	o22072	w43089
	o5692	w17393
	o12562	w37487
	o12673	w10994
b10635	o3461	w32622
	o15602	w8885
	o18672	w29811
	o21076	w15087
	o19149	w4424
	o3364	w15852
	o17114	w29498
	o224	w11185
b13870	o20626	w23285
b13886	o6602	w23669
b11411	o21985	w35394
b2889	o18096	w7626
	o8700	w25707
	o15543	w17851
	o12986	w11101
	o2834	w20639
	o7110	w12898
b387	o9578	w23822
	o5650	w8387
b7912	o16530	w23957
	o19251	w4538
	o21830	w4150
	o94	w16645
	o2179	w39831
	o19738	w23659
b5952	o18934	w18205
	o769	w9321
	o4642	w26758
	o3295	w6027
	o23037	w35034
	o14830	w20847
	o2787	w9451
	o20335	w33851
	o21427	w28954
	o22088	w2540
	o14326	w30043
b12374	o14804	w2407
	o21779	w39841
	o3440	w28089
b4421	o18144	w12638
	o4991	w33515
	o13373	w12114
	o22533	w24429
b1292	o8319	w2382
	o16278	w31257
	o20858	w38355
	o16805	w15616
	o11956	w5569
	o16005	w23158
	o785	w17072
b8650	o23004	w26322
b8620	o1406	w26275
	o15745	w12145
	o11115	w7978
	o4484	w31529
	o2269	w16070
	o15472	w42405
	o16643	w4143
	o20820	w22525
	o11875	w16794
b13385	o13603	w17212
	o13858	w3854
	o12754	w34259
	o15535	w14945
	o7359	w35249
	o7677	w26760
	o13806	w18089
	o11264	w35792
	o14012	w15058
b10643	o18695	w32661
	o13428	w41633
	o19358	w2536
b12805	o7539	w8861
	o1413	w27363
	o16129	w12068
	o22505	w5985
	o14540	w21573
b10241	o3871	w31348
b9701	o3446	w29581
	o11694	w15073
b14612	o11795	w33663
b14406	o2156	w6439
	o4826	w1861
	o12427	w13742
	o394	w18752
	o20226	w20437
	o14510	w28504
	o14006	w5996
	o1762	w9278
	o208	w36398
	o5720	w21126
	o22778	w30429
	o6863	w6545
	o2771	w3064
	o18535	w11976
b7603	o2557	w22872
	o19383	w16108
b8425	o3420	w25634
	o18942	w20145
	o19654	w31826
	o3065	w37358
	o14056	w39246
	o21339	w4983
	o15357	w23600
	o19740	w23764
b2069	o10550	w4914
	o21528	w38833
b6680	o18943	w20233
	o9762	w1716
	o15322	w13776
b14244	o18358	w29213
	o602	w14782
	o4398	w6485
	o712	w33196
	o273	w38746
	o10515	w41627
	o15696	w13552
	o18762	w6453
	o8525	w21610
	o22106	w13508
	o1293	w40076
	o4500	w41907
	o8943	w33127
	o22429	w23255
	o624	w22714
	o14133	w5148
	o6370	w10051
	o15301	w6450
	o391	w18474
	o21731	w32466
	o4542	w4032
	o8244	w15381
	o2872	w32985
b11259	o20600	w34863
b1000	o16076	w1583
	o22587	w39140
	o11307	w14860
b12414	o18303	w3067
	o17792	w24975
	o22417	w19759
	o18600	w20262
	o9690	w19894
	o921	w37778
	o16581	w30527
b14538	o19001	w32785
 god!"	b9141	o14509
	o17736	w8493
	o10977	w9662
	o4439	w24475
	o2625	w33514
	o5545	w33571
	o4469	w9579
b16637	o20469	w42708
	o16732	w38761
	o2961	w32618
	o7164	w30899
b12050	o13588	w37297
	o4383	w42440
	o454	w31474
	o8875	w21406
	o12326	w40188
	o703	w25381
	o17044	w34434
b11189	o6914	w34606
b15627	o6501	w39561
	o6782	w13204
b5677	o15766	w17020
b6984	o16503	w21027
	o12752	w34136
	o15533	w14376
	o10712	w39612
b6465	o4879	w19668
	o9080	w6845
	o4213	w37631
	o9892	w6563
	o535	w39050
	o5301	w4089
	o791	w17471
	o22644	w7682
b2957	o14946	w7847
	o19537	w15026
	o5645	w7429
	o22985	w20604
	o6316	w41988
	o14399	w20689
	o13215	w35147
	o19337	w43038
	o882	w18427
b6810	o9693	w20527
b13350	o14535	w16319
	o22137	w26998
	o12056	w16979
	o8737	w17810
	o17402	w30908
	o5804	w6296
	o21911	w20982
	o13051	w23447
	o15764	w16891
	o288	w42807
	o10268	w24240
	o23079	w21434
	o5195	w31824
	o4239	w41521
	o10402	w41747
b5697	o3371	w17141
	o15090	w6122
b439	o10525	w29459
b3715	o19856	w10627
	o12136	w17447
b12690	o16652	w7280
	o93	w16546
	o4486	w33669
	o8807	w5487
	o1467	w30568
	o20038	w42766
	o23108	w41710
	o1750	w6119
b8334	o15007	w25392
b8161	o16181	w24739
	o18810	w29205
b15303	o11485	w38446
	o20423	w27455
b15679	o15058	w39693
b6471	o9689	w19730
b14499	o10502	w32150
	o18404	w41658
	o21835	w4791
	o251	w34320
	o14428	w38126
b11783	o18985	w36487
	o10677	w6800
	o13244	w38708
	o20900	w40478
	o1086	w16489
	o11214	w27655
b837	o14923	w1208
b10790	o6458	w33178
b16136	o8305	w40816
	o1594	w27082
	o1851	w32043
b4930	o9668	w14403
	o4605	w23352
b12204	o18296	w37831
b5197	o6389	w15344
	o17163	w40443
	o14608	w9077
	o20067	w1582
	o17543	w6727
	o16959	w20912
	o15831	w9512
	o9071	w5726
b1477	o13659	w2935
	o5370	w20839
	o102	w17465
	o9594	w2256
	o13935	w22385
	o17624	w25094
b9531	o18666	w29011
	o16191	w26193
	o1827	w26347
	o16166	w20622
	o19434	w22557
	o6856	w2494
	o2541	w20035
	o10467	w31727
b15617	o5265	w39539
	o8810	w6915
	o17781	w23002
b1081	o2411	w1780
	o11668	w7870
	o4436	w23026
b11912	o21999	w36936
	o17886	w27760
	o17661	w15726
b12567	o12886	w5111
	o19311	w12094
	o14146	w27607
	o11218	w28126
	o19413	w32081
	o8499	w12598
	o12008	w37446
	o18428	w12410
	o6912	w31457
	o22703	w17176
	o16569	w29574
	o7726	w11848
	o5218	w43105
	o13585	w36953
	o8709	w32104
b7782	o2561	w23484
	o15207	w14395
	o20385	w8864
	o593	w11908
b5287	o18565	w15648
	o3198	w18804
	o21305	w38767
	o2141	w18388
	o6932	w15712
	o19380	w15393
	o2977	w39577
b8363	o7022	w25496
	o15110	w11341
	o406	w21329
b8374	o11728	w25515
	o1434	w32498
	o1648	w12874
	o22306	w37719
	o14596	w6853
b14745	o11473	w36703
	o16	w3613
	o21350	w8325
	o21054	w8743
	o21749	w15705
	o10052	w33132
	o1496	w2511
b16317	o10721	w41407
b15078	o12021	w42162
	o15316	w12367
	o16345	w2505
	o2521	w17808
	o10361	w25575
	o7156	w28278
	o7177	w33938
	o16922	w15125
	o16958	w20883
	o17912	w39480
	o16949	w18744
b1800	o7894	w3980
	o7854	w22003
	o5823	w15168
	o6996	w10080
b12693	o22009	w7283
	o11270	w36267
	o2983	w42478
	o19450	w39769
	o17175	w42138
	o12003	w33754
	o9626	w22074
	o22418	w20052
	o20601	w35116
b8724	o21942	w26525
	o10501	w31350
	o8116	w36876
	o3797	w22563
	o20760	w32233
	o12473	w20592
	o1793	w17144
	o19592	w23843
	o7809	w34408
	o9155	w21702
	o1511	w4416
	o11275	w37005
	o6522	w3992
	o10224	w12496
	o4779	w36714
b10086	o11746	w30909
	o8415	w37687
	o1843	w29569
	o7781	w26778
	o13031	w19152
	o7027	w30140
b4128	o3705	w11751
	o17147	w39070
	o916	w35762
	o6027	w4421
	o10073	w3004
	o12387	w6857
	o14158	w42566
b12634	o11025	w6243
	o7869	w1620
b15245	o5003	w38156
b13257	o21284	w15469
b9342	o1168	w28401
	o4105	w18880
	o9230	w30280
	o19714	w5042
	o15843	w39293
	o10048	w32827
	o4487	w34691
	o14967	w12464
	o7580	w24241
	o18831	w40936
	o68	w12587
	o7851	w7256
	o16881	w9647
	o12496	w25166
	o1096	w18130
	o15230	w33033
	o8675	w10445
	o22852	w22596
	o17401	w30886
	o6519	w3022
	o5832	w22549
	o4600	w23216
b11915	o5158	w36942
	o19611	w25685
	o13401	w34283
	o3476	w34751
	o14756	w30506
	o9502	w36932
	o14531	w7088
	o8689	w18086
	o19656	w31997
	o2855	w27254
	o16947	w18719
	o10770	w9552
	o19287	w28847
	o6786	w14877
b14326	o19752	w30186
	o19641	w30269
	o2530	w18787
	o5773	w30979
	o3618	w1463
	o5230	w14228
	o4329	w1700
	o2847	w23544
b13428	o4350	w17961
	o12782	w22766
	o17900	w38063
	o16658	w10139
b12605	o3927	w5570
	o21264	w33198
	o17576	w39752
	o12996	w12626
b8062	o8374	w24502
	o19204	w34287
b5346	o2268	w15920
	o8936	w31707
	o13587	w37267
	o16654	w8366
	o9537	w24539
b3209	o20503	w8858
	o1021	w6863
	o20232	w21118
b13235	o3076	w15334
	o1629	w37192
	o18681	w30749
	o14593	w6757
b10572	o1188	w32484
b12187	o15034	w37782
	o19448	w38667
	o2775	w3271
	o7768	w23608
	o20448	w39205
	o17309	w24431
	o18259	w31310
	o15224	w24479
	o13803	w17177
	o21419	w27176
	o11207	w26216
	o944	w42031
	o4142	w34075
b2320	o5308	w5811
	o19305	w3133
b4610	o5335	w13360
	o21603	w27190
	o16899	w11923
	o9379	w21723
b12885	o8981	w10213
	o22657	w9311
	o13869	w6319
	o17544	w7874
	o16880	w9264
	o6293	w38857
 man"	b6094	o18585
	o11150	w17213
	o1455	w5195
	o9391	w2218
b5045	o18561	w14769
	o12845	w18126
	o285	w41774
	o11839	w8178
	o4937	w35280
	o21426	w28897
	o12018	w40577
	o22565	w39294
	o19390	w19753
b2212	o9068	w5404
	o3265	w2663
	o1035	w9218
	o22953	w11216
	o13208	w33397
	o4090	w13583
	o592	w11824
	o18057	w1444
	o22887	w38276
b1776	o10544	w3863
	o17167	w41140
	o1543	w14002
	o11428	w25418
	o7217	w12262
	o14238	w12409
	o12053	w13371
	o16141	w15327
	o19928	w26244
	o22894	w38582
b5097	o15758	w15060
	o4165	w14386
	o3579	w42610
	o5882	w39862
	o898	w25056
	o2769	w28599
b2425	o20497	w6228
	o14109	w25650
b12193	o18295	w37787
b4665	o6381	w13569
b14903	o12012	w39474
	o15650	w41073
	o10355	w19857
	o16802	w12751
b14809	o22042	w37666
	o11230	w29303
	o7291	w42178
	o15278	w1980
	o17166	w41120
b4153	o10982	w11800
	o2072	w24557
b15008	o10133	w41020
	o20188	w16216
	o17683	w39797
b7787	o5110	w23503
	o19736	w23525
	o11998	w31483
	o18021	w41963
	o8001	w20056
	o21856	w9001
b10150	o13562	w31064
	o22767	w28526
b3294	o20143	w9159
	o2013	w6199
	o1686	w32009
	o4319	w36909
	o18729	w36584
	o7529	w34604
	o14047	w37315
	o663	w37427
	o18458	w1480
	o20728	w21783
	o11762	w34721
b11829	o19972	w36690
	o18984	w36153
	o8151	w18966
	o1374	w18109
	o4107	w18982
	o21206	w10540
	o12799	w39094
	o5455	w14235
	o12388	w6876
b13975	o11789	w25096
	o6734	w28640
b10481	o15809	w32166
	o10874	w12844
	o13194	w30339
b3375	o20506	w9492
	o19215	w38065
	o19501	w8048
	o12890	w9240
	o6738	w30297
	o8566	w31513
	o8628	w42640
	o8758	w39081
b6086	o3765	w18576
	o2161	w36633
b11410	o16615	w35386
	o7121	w17181
	o14128	w37412
	o18202	w22240
	o6774	w4412
	o22409	w17679
	o13032	w19688
	o10076	w8897
	o7609	w5948
b16654	o20470	w42756
	o9475	w29089
	o993	w1687
	o3944	w16529
	o7366	w6366
	o3274	w3454
	o7838	w42362
	o8097	w33429
	o1605	w30704
	o13138	w12188
	o20073	w1979
b1586	o11655	w3279
	o10917	w34808
b11128	o13574	w34374
	o4581	w17460
b7687	o8253	w23031
	o686	w14534
	o5694	w17593
	o12924	w41622
	o7743	w15740
b16546	o18867	w42171
b12570	o18755	w5129
	o10948	w41449
b885	o16075	w1501
	o11630	w42935
	o7957	w13291
	o183	w32643
	o13374	w12417
b7384	o3792	w22045
	o14112	w28462
	o18370	w36204
	o9119	w15249
	o4359	w25239
	o9254	w33569
	o5295	w2869
	o15875	w5008
	o11091	w5437
	o9614	w4595
	o15966	w3272
	o13357	w2729
	o358	w13030
	o7206	w6118
b2591	o22232	w6725
b14107	o3962	w27599
	o19613	w26131
	o14046	w37139
b6759	o8004	w20481
b8126	o10004	w24637
	o10504	w36568
	o4442	w29094
	o3444	w29485
	o21349	w8058
	o101	w17420
	o10404	w42157
	o6243	w10070
b2116	o6348	w5114
	o899	w26570
b4075	o18139	w11612
	o11840	w9749
	o4704	w15835
	o6858	w2631
b7645	o3800	w23057
b4451	o8344	w12744
	o2344	w21348
	o20252	w24160
	o19442	w33362
	o22936	w4434
	o14062	w42467
	o17037	w32816
b1169	o18892	w2003
	o5497	w23241
b14943	o9802	w40100
b4806	o16137	w14041
	o21842	w5850
	o11086	w4937
	o209	w36665
	o14694	w23110
	o14127	w37291
	o4041	w14351
	o11072	w2810
b4876	o3349	w14230
	o19540	w16578
	o13878	w8024
b14520	o9796	w32483
	o6792	w17692
	o22413	w18721
	o11170	w20529
	o3914	w36642
	o4193	w31488
	o16007	w24268
b14065	o5466	w26802
b10756	o10653	w33055
	o18214	w24034
	o802	w22965
b5057	o5339	w14828
b9348	o13760	w28422
	o8363	w18404
	o1863	w34717
	o9408	w6308
	o11332	w32053
	o18766	w10153
	o17777	w21969
b5159	o6388	w15197
	o17610	w16448
b11160	o8950	w34477
	o11863	w15110
	o13348	w34823
	o13257	w41603
	o12497	w25270
	o3721	w13449
	o21815	w2345
	o12141	w18932
	o18533	w11834
	o12665	w8118
	o1266	w30197
	o11847	w11179
	o14634	w13416
	o22869	w30928
	o18117	w9697
	o12519	w28476
b12434	o1453	w3244
b6550	o8858	w19912
	o15413	w36069
	o18925	w13019
	o13953	w28070
	o19117	w29716
	o12155	w22161
	o2782	w5864
b7045	o5371	w21144
	o15724	w8412
	o14624	w11903
b5529	o16146	w16463
b13178	o5177	w14705
b3532	o1041	w10008
b9638	o8074	w29394
	o10717	w40698
	o22761	w27822
	o21340	w5030
	o7074	w41962
	o1389	w21390
	o22912	w42746
	o14171	w14570
	o20377	w4497
	o6168	w29316
b15595	o19012	w39471
	o38	w5708
	o12643	w43084
	o21970	w33538
