index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
2736,b6904,w20744,,kill the messenger (2014 film),2014,5000000.0,2500000.0,-0.5,2014-10-10 00:00:00,10.0,4.0,283.0,40.0,1.0,112.0,4.0,[Brian A. Kates],"""[Bluegrass Films, The Combine]""","""['Michael K. Williams', 'Jeremy Renner', 'Mary Elizabeth Winstead', 'Michael Sheen', 'Barry Pepper', 'Robert Patrick', 'Paz Vega', 'Ray Liotta', 'Rosemarie DeWitt', 'Andy Garcia', 'Oliver Platt', 'Richard Schiff']""",['Michael Cuesta'],['Peter Landesman'],Focus Features,[Nathan Johnson],[Sean Bobbitt],['Peter Landesman'],"['Michael K. Williams', 'Jeremy Renner', 'Mary Elizabeth Winstead', 'Michael Sheen', 'Barry Pepper', 'Robert Patrick', 'Paz Vega', 'Ray Liotta', 'Rosemarie DeWitt', 'Andy Garcia', 'Oliver Platt', 'Richard Schiff']",['Michael Cuesta'],['Peter Landesman'],['Focus Features'],['Nathan Johnson'],['Sean Bobbitt'],['Peter Landesman'],10603112.173253663,0.8817028571428571,-0.9702104714285714,106.13455366110475,3.8217136150234743,9.686608187134503,-0.5
2737,,w20775,,killer joe ,,10000000.0,3700000.0,-0.63,,,,,,,,,[Darrin Navarro],"""[ANA Media, Voltage Pictures, Worldview Entertainment]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2738,,w20778,o4920,killer mccoy,Dec-47,1402000.0,3191000.0,1.276034236804565,2047-12-01 00:00:00,12.0,4.0,335.0,48.0,0.0,,,[Ralph E. Winters],[Metro-Goldwyn-Mayer],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2739,,w20780,o16612,killer movie,24-Apr,2000000.0,14324342.0,6.162171,2008-04-01 00:00:00,4.0,2.0,92.0,13.0,0.0,91.0,4.0,,,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2740,,w20781,o7048,killer of sheep,0,10000.0,416509.0,40.6509,2008-06-20 00:00:00,6.0,2.0,172.0,24.0,0.0,80.0,,[Charles Burnett],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2741,,w20793,,killers (2010 film),,75000000.0,98000000.0,0.30666666666666664,,,,,,,,,"""[Mary Jo Markey, Richard Francis-Bruce]""","""[Katalyst Media, DMG Entertainment]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,b6917,w20817,o3424,killing them softly,2012,15000000.0,37900000.0,1.5266666666666666,2012-11-30 00:00:00,11.0,4.0,335.0,48.0,0.0,97.0,4.0,"""[Brian A. Kates, John Paul Horstmann]""","""[Annapurna Pictures, 1984 Private Defense Contractors, Plan B Entertainment, Chockstone Pictures]""","""['Brad Pitt', 'Ray Liotta', 'Richard Jenkins', 'James Gandolfini']""",['Andrew Dominik'],['Andrew Dominik'],Weinstein Company,[Jonathan Elia & David Wittman],['Greig Fraser'],"""['Megan Ellison', 'Dede Gardner', 'Brad Pitt']""","['Brad Pitt', 'Ray Liotta', 'Richard Jenkins', 'James Gandolfini']",['Andrew Dominik'],['Andrew Dominik'],['Weinstein Company'],['Jonathan Elia & David Wittman'],['Greig Fraser'],"['Megan Ellison', 'Dede Gardner', 'Brad Pitt']",68.0501748097922,1.0266666666666666,1.0266666666666666,3541037.257390976,1.5266666666666666,4.9512745098039215,66.54331185704126
2743,b6918,w20821,,killing zoe,1994,1500000.0,1300000.0,-0.13333333333333333,1994-08-19 00:00:00,8.0,3.0,231.0,33.0,0.0,96.0,4.0,[Kathryn Himoff],"""[Davis-Films, Live Entertainment, PFG Entertainment]""",['Julie Delpy'],,['Roger Avary'],October,['tomandandy'],[Tom Richmond],"""['Lawrence Bender', 'Samuel Hadida', 'Quentin Tarantino']""",['Julie Delpy'],[''],['Roger Avary'],['October'],['tomandandy'],['Tom Richmond'],"['Lawrence Bender', 'Samuel Hadida', 'Quentin Tarantino']",11.806280873333336,0.0,3.2384268192090397,33.216709282246335,5.763153046757165,9.86849594327731,82.5717718876305
2744,,w20831,,kim (1950 film),,2049000.0,5348000.0,1.6100536847242557,,,,,,,,,[George Boemler],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,,w20836,,kind lady (1951 film),,911000.0,500000.0,-0.451152579582876,,,,,,,,,[Ferris Webster],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2746,b6923,w20838,o15031,kindergarten cop,1990,15000000.0,202000000.0,12.466666666666667,1990-12-22 00:00:00,12.0,4.0,356.0,50.0,1.0,111.0,3.0,"""[Wendy Greene Bricmont, Sheldon Kahn]""",[Imagine Entertainment],"""['Arnold Schwarzenegger', 'Angela Bassett*']""",['Ivan Reitman'],,Universal,['Randy Edelman'],['Michael Chapman'],"""['Brian Grazer', 'Joe Medjuck', 'Ivan Reitman']""","['Arnold Schwarzenegger', 'Angela Bassett']",['Ivan Reitman'],[''],['Universal'],['Randy Edelman'],['Michael Chapman'],"['Brian Grazer', 'Joe Medjuck', 'Ivan Reitman']",84.10937496557233,42.342397110907335,0.0,5289808.384345475,88.12072582834598,59.026422279847154,1233207.3258936156
2747,,w20849,,king arthur (2004 film),,120000000.0,203600000.0,0.6966666666666667,,,,,,,,,"""[Conrad Buff, Jamie Pearson]""","""[Touchstone Pictures, Jerry Bruckheimer Films, World 2000 Entertainment, Green Hills Productions]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2748,b6932,w20864,,king kong (1933 film),1933,672000.0,2800000.0,3.1666666666666665,2033-04-07 00:00:00,4.0,2.0,97.0,14.0,0.0,,2.0,[Ted Cheesman],[Radio Pictures],,['Merian C. Cooper'],,RKO,[Max Steiner],"""[Eddie Linden, Vernon Walker, J.O. Taylor]""","""[Merian C. Cooper, Ernest B. Schoedsack]""",[''],['Merian C. Cooper'],[''],['RKO'],['Max Steiner'],"['Eddie Linden', 'Vernon Walker', 'J.O. Taylor']","['Merian C. Cooper', 'Ernest B. Schoedsack']",0.0,3.1666666666666665,0.0,79.24136141021651,40.946654031016365,9.5,7.161904761904761
2749,b6933,w20865,,king kong (1976 film),1976,24000000.0,90600000.0,2.775,1976-12-17 00:00:00,12.0,4.0,352.0,50.0,1.0,134.0,2.0,[Ralph E. Winters],[Dino De Laurentiis Corporation],['Jeff Bridges'],,,Paramount,[John Barry],[Richard H. Kline],[Dino De Laurentiis],['Jeff Bridges'],[''],[''],['Paramount'],['John Barry'],['Richard H. Kline'],['Dino De Laurentiis'],52.4387479649466,0.0,0.0,10229619.047976788,53.87489098537333,15.617684341346154,13.729700368663593
2750,,w20866,,king kong (2005 film),,207000000.0,550500000.0,1.6594202898550725,,,,,,,,,[Jamie Selkirk],[WingNut Films],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751,b6935,w20868,o8406,king kong lives,1986,18000000.0,4700000.0,-0.7388888888888889,1986-12-19 00:00:00,12.0,4.0,353.0,50.0,1.0,105.0,3.0,[Malcolm Cooke],[De Laurentiis Entertainment Group],Peter Elliott|George Antoni|Brian Kerwin|Linda Hamilton,John Guillermin,,DEG,[John Scott],[Alec Mills],[Martha Schumacher],"['Peter Elliott', 'George Antoni', 'Brian Kerwin', 'Linda Hamilton']",['John Guillermin'],[''],['DEG'],['John Scott'],['Alec Mills'],['Martha Schumacher'],11.067653236736534,10.88328305681247,0.0,-3.0544616357142855,-0.7388888888888889,-1.5555317555555557,-1.5280464166666667
2752,,w20873,,king lear (1987 film),,1000000.0,61821.0,-0.938179,,,,,,,,,[Jean-Luc Godard],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2753,b6940,w20878,o3814,king of california,2007,10000000.0,1030000.0,-0.897,2007-09-14 00:00:00,9.0,3.0,257.0,36.0,0.0,93.0,3.0,[Glenn Garland],"""[Nu Image Films, Millennium Films, Emmett/Furla Films]""","""['Michael Douglas', 'Evan Rachel Wood', 'Ashley Greene*']""",Mike Cahill,,First Look,[David Robbins],[Jim Whitaker],"""['Randall Emmett', 'George Furla', 'Alexander Payne']""","['Michael Douglas', 'Evan Rachel Wood', 'Ashley Greene']",['Mike Cahill'],[''],['First Look'],['David Robbins'],['Jim Whitaker'],"['Randall Emmett', 'George Furla', 'Alexander Payne']",79.23931001352932,15.578591000000001,0.0,-1.536807891666668,3.8610432787878786,-1.4611358285714287,13.505473992235544
2754,,w20885,,king of kings (1961 film),,5037000.0,13400000.0,1.6603136787770498,,,,,,,,,"""[Harold F. Kress, ReneÌe Lichtig]""",[Samuel Bronston Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2755,b6945,w20902,,king of the hill ,1993,8000000.0,1200000.0,-0.85,1993-08-20 00:00:00,8.0,3.0,232.0,33.0,0.0,103.0,3.0,[Steven Soderbergh],"""[Wildwood Enterprises, Bona Fide Productions]""","""['Jesse Bradford', 'Adrien Brody', 'Katherine Heigl*']""",['Steven Soderbergh'],['Steven Soderbergh'],Gramercy,['Cliff Martinez'],['Elliot Davis'],"""['Albert Berger', 'Ron Yerxa']""","['Jesse Bradford', 'Adrien Brody', 'Katherine Heigl']",['Steven Soderbergh'],['Steven Soderbergh'],['Gramercy'],['Cliff Martinez'],['Elliot Davis'],"['Albert Berger', 'Ron Yerxa']",8888251.540198248,46.58517009455837,17.815798410256406,12.711724600917462,27.75266549806859,8.09219687317382,26.871421284493284
2756,b6938,w20922,o13769,king ralph,1991,23000000.0,52487045.0,1.2820454347826091,1991-02-15 00:00:00,2.0,1.0,46.0,6.0,1.0,97.0,2.0,[John Jympson],[Mirage Enterprises],"""['John Goodman', """"Peter O'Toole""""]""",['David S. Ward'],,Universal,['James Newton Howard'],[Kenneth MacMillan],['Sydney Pollack'],"['John Goodman', 'Peter OToole']",['David S. Ward'],[''],['Universal'],['James Newton Howard'],['Kenneth MacMillan'],['Sydney Pollack'],30.851180545272513,1.718504069621319,0.0,5289808.384345475,1875528.6496372758,1.2820454347826091,41.29105256216356
2757,,w20924,o12749,king richard and the crusaders,1954,3000000.0,2100000.0,-0.3,2054-08-07 00:00:00,8.0,3.0,219.0,31.0,0.0,114.0,,[Irene Morra],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,,w20926,,king solomon's mines (1950 film),,2300000.0,15100000.0,5.565217391304348,,,,,,,,,"""[Ralph E. Winters, Conrad A. Nervig]""",,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,b6939,w20927,,king solomon's mines (1985 film),1985,11000000.0,15057465.0,0.3688604545454545,1985-11-22 00:00:00,11.0,4.0,326.0,46.0,1.0,100.0,3.0,[John Shirley],,['Sharon Stone'],,,Cannon Films,['Jerry Goldsmith'],[Alex Phillips Jr.],"""[Yoram Globus, Menahem Golan]""",['Sharon Stone'],[''],[''],['Cannon Films'],['Jerry Goldsmith'],['Alex Phillips Jr.'],"['Yoram Globus', 'Menahem Golan']",4090487.519056356,0.0,0.0,1376062029112.4434,121.5543219874766,0.3688604545454545,38.80100207079325
2760,b6948,w20935,,king's ransom ,2005,15000000.0,4143652.0,-0.7237565333333333,2005-04-22 00:00:00,4.0,2.0,112.0,16.0,0.0,95.0,3.0,[Jeffrey Cooper],,"""['Anthony Anderson', 'Jay Mohr', 'Regina Hall']""",,,New Line,['Marcus Miller'],[Robert McLachlan],"""['David Brewington ', 'Mike Drake']""","['Anthony Anderson', 'Jay Mohr', 'Regina Hall']",[''],[''],['New Line'],['Marcus Miller'],['Robert McLachlan'],"['David Brewington ', 'Mike Drake']",63.42336753551591,0.0,0.0,238.70922000901982,18.224584313811096,4.573828007729469,2.537897390310847
2761,,w20941,,kingdom come (2001 film),,7000000.0,23396049.0,2.3422927142857137,,,,,,,,,[Richard Halsey],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2762,,w20942,,kingdom of heaven ,,130.0,211.7,0.6284615384615384,,,,,,,,,[Dody Dorn],"""[Scott Free Productions, Inside Track, Studio Babelsberg Motion Pictures GmbH]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,,w20943,o14543,kingdom of the spiders,1977,1000000.0,17000000.0,16.0,1977-11-01 00:00:00,11.0,4.0,305.0,44.0,0.0,89.0,2.0,"""[Igo Kantor, Steven Zaillian]""",,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2764,,w20944,,kingpin (1996 film),,27000000.0,25023434.0,-0.07320614814814815,,,,,,,,,[Christopher Greenbury],"""[Motion Picture Corporation of America, Rysher Entertainment]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765,,w20949,o7368,kings of the sun,1963,4000000.0,1600000.0,-0.6,2063-12-18 00:00:00,12.0,4.0,352.0,50.0,0.0,108.0,,[William Reynolds],[The Mirisch Corporation],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2766,,w20952,o19721,kings row,2-Feb,1081698.0,5093000.0,3.7083381868136946,2042-04-18 00:00:00,4.0,2.0,108.0,15.0,0.0,127.0,6.0,[Ralph Dawson],[Warner Bros.],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,b6959,w20954,o10013,kingsman: the secret service,2014,94000000.0,414400000.0,3.4085106382978725,2015-02-13 00:00:00,2.0,1.0,44.0,6.0,1.0,129.0,4.0,"""[Eddie Hamilton, Jon Harris]""",,"""['Sofia Boutella', 'Colin Firth', 'Samuel L. Jackson', 'Michael Caine', 'Taron Egerton', 'Mark Strong', 'Sophie Cookson', 'Mark Hamill']""",['Matthew Vaughn'],"""['Jane Goldman', 'Matthew Vaughn']""",Fox,['Henry Jackman'],[George Richmond],['Matthew Vaughn'],"['Sofia Boutella', 'Colin Firth', 'Samuel L. Jackson', 'Michael Caine', 'Taron Egerton', 'Mark Strong', 'Sophie Cookson', 'Mark Hamill']",['Matthew Vaughn'],"['Jane Goldman', 'Matthew Vaughn']",['Fox'],['Henry Jackman'],['George Richmond'],['Matthew Vaughn'],6351708.127173044,2525.2395608666084,5050.479121733217,13539473.716561431,2858305.1388028422,4.412858464384829,5.915107982142687
2768,b6962,w20958,,kinsey ,2004,11000000.0,16900000.0,0.5363636363636364,2004-11-12 00:00:00,11.0,4.0,317.0,45.0,1.0,118.0,4.0,[Virginia Katz],"""[American Zoetrope, Myriad Pictures]""","""['Liam Neeson', 'Laura Linney', """"Chris O'Donnell"""", 'Peter Sarsgaard', 'John Krasinski*']""",['Bill Condon'],['Bill Condon'],Fox Searchlight,['Carter Burwell'],[Frederick Elmes],[Gail Mutrux],"['Liam Neeson', 'Laura Linney', 'Chris ODonnell', 'Peter Sarsgaard', 'John Krasinski']",['Bill Condon'],['Bill Condon'],['Fox Searchlight'],['Carter Burwell'],['Frederick Elmes'],['Gail Mutrux'],5282168.833396333,9.106165651822927,0.36905509090909105,35600367.282057635,2444505.313570383,8.034233753047504,3.8163636363636364
2769,,w20966,,kismet (1955 film),,3015000.0,1827000.0,-0.3940298507462687,,,,,,,,,[Adrienne Fazan],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2770,b6969,w20981,o18306,kiss kiss bang bang,2005,15000000.0,15800000.0,0.05333333333333334,2005-10-21 00:00:00,10.0,4.0,294.0,42.0,0.0,103.0,4.0,[Jim Page],[Silver Pictures],"""['Val Kilmer', 'Michelle Monaghan']""",['Shane Black'],['Shane Black'],Warner Bros.,['John Ottman'],[Michael Barrett],"""['Susan Downey', 'Joel Silver']""","['Val Kilmer', 'Michelle Monaghan']",['Shane Black'],['Shane Black'],['Warner Bros.'],['John Ottman'],['Michael Barrett'],"['Susan Downey', 'Joel Silver']",2411807.407431555,-0.8006666605916666,7.058883867311803,15505963.552973289,618487.5762472793,23.59051253941896,7080307.225791685
2771,b6970,w20985,o9490,kiss me deadly,1955,410000.0,726000.0,0.7707317073170732,2008-05-02 00:00:00,5.0,2.0,123.0,17.0,0.0,,4.0,[Michael Luciano],[Parklane Pictures],Ralph Meeker|Albert Dekker|Paul Stewart|Juano Hernandez,Robert Aldrich,,Regent Releasing,[Frank DeVol],[Ernest Laszlo],[Robert Aldrich],"['Ralph Meeker', 'Albert Dekker', 'Paul Stewart', 'Juano Hernandez']",['Robert Aldrich'],[''],['Regent Releasing'],['Frank DeVol'],['Ernest Laszlo'],['Robert Aldrich'],10.176017100379381,7.509554901579583,0.0,-0.48187453510716927,10.784620596205961,13.505592932592092,1.1206649692124355
2772,b6971,w20986,,kiss me goodbye ,1982,8000000.0,15782759.0,0.972844875,1982-12-24 00:00:00,12.0,4.0,358.0,51.0,1.0,101.0,2.0,[Sheldon Kahn],,"""['Sally Field', 'James Caan', 'Jeff Bridges']""",,,Fox,[Ralph Burns],[Donald Peterman],"""[Robert Mulligan, Burt Sugarman]""","['Sally Field', 'James Caan', 'Jeff Bridges']",[''],[''],['Fox'],['Ralph Burns'],['Donald Peterman'],"['Robert Mulligan', 'Burt Sugarman']",3295398.639538548,0.0,0.0,13539473.716561431,7.836038019688644,55.3305227652011,16.89568975
2773,,w20987,,kiss me kate ,,1981000.0,3117000.0,0.5734477536597677,,,,,,,,,[Ralph E. Winters],[Metro-Goldwyn-Mayer],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,,w20995,,kiss of death (1947 film),,1520000.0,1650000.0,0.08552631578947369,,,,,,,,,[J. Watson Webb Jr.],[],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,,w20996,,kiss of death (1995 film),,40000000.0,14900000.0,-0.6275,,,,,,,,,[Lee Percy],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2776,b6979,w21006,,kiss the girls (1997 film),1997,27000000.0,60500000.0,1.2407407407407407,1997-10-03 00:00:00,10.0,4.0,276.0,39.0,0.0,117.0,4.0,"""[Armen Minasian, Harvey Rosenstock, William Steinkamp]""",[Rysher Entertainment],"""['Morgan Freeman', 'Ashley Judd', 'Cary Elwes', 'Brian Cox']""",,,Paramount,['Mark Isham'],[Aaron Schneider],"""[David Brown, Joe Wizan]""","['Morgan Freeman', 'Ashley Judd', 'Cary Elwes', 'Brian Cox']",[''],[''],['Paramount'],['Mark Isham'],['Aaron Schneider'],"['David Brown', 'Joe Wizan']",168.73242225659888,0.0,0.0,10229619.047976788,32.715180358623016,1.2407407407407407,81.55231380040449
2777,,w21008,,kiss them for me ,,1945000.0,1800000.0,-0.07455012853470437,,,,,,,,,[Robert L. Simpson],[Jerry Wald Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2778,b6983,w21019,o13560,kissing a fool,27-Feb,19000000.0,4106588.0,-0.7838637894736842,1998-02-27 00:00:00,2.0,1.0,58.0,8.0,0.0,93.0,4.0,[David Finfer],"""[Largo Entertainment, Rick Lashbrook Films]""","""['David Schwimmer', 'Jason Lee', 'Bonnie Hunt']""",Doug Ellin,,Universal,[Joseph Vitarelli],,"""['Andrew Form', 'David Schwimmer']""","['David Schwimmer', 'Jason Lee', 'Bonnie Hunt']",['Doug Ellin'],[''],['Universal'],['Joseph Vitarelli'],[''],"['Andrew Form', 'David Schwimmer']",2810566.9356647157,-0.5197612253711201,0.0,5289808.384345475,-0.16678788947368406,0.0,32.47736046059594
2779,b6982,w21022,o20041,kissing jessica stein,2001,1000000.0,10000000.0,9.0,2002-03-13 00:00:00,3.0,1.0,72.0,10.0,0.0,97.0,4.0,"""[Kristy Jacobs Maslin, Greg Tillman]""",,"""['Michael Ealy*', 'Jon Hamm*']""",Charles Herman-Wurmfeld,,Fox Searchlight,['Marcelo Zarvos'],['Lawrence Sher'],['Doug Liman*'],"['Michael Ealy', 'Jon Hamm']",['Charles Herman-Wurmfeld'],[''],['Fox Searchlight'],['Marcelo Zarvos'],['Lawrence Sher'],['Doug Liman'],5574856.33736933,9.0,0.0,35600367.282057635,10.76096673478451,21.248987430232557,14.413333333333334
2780,b6984,w21027,o16614,kit kittredge: an american girl,2008,10000000.0,17657973.0,0.7657973000000001,2008-06-20 00:00:00,6.0,2.0,172.0,24.0,0.0,,7.0,[Julie Rogers],"""[New Line Cinema, HBO Films, Picturehouse, American Girl Movies]""","""['Abigail Breslin', 'Max Thieriot']""",Patricia Rozema,,Picturehouse,[Joseph Vitarelli],[David Boyd],['Julia Roberts'],"['Abigail Breslin', 'Max Thieriot']",['Patricia Rozema'],[''],['Picturehouse'],['Joseph Vitarelli'],['David Boyd'],['Julia Roberts'],4339023.284832736,0.7657973000000001,0.0,3.0839213,-0.16678788947368406,9.28788956891775,2.9597973
2781,,w21049,o17492,klute,1971,2500000.0,12512637.0,4.0050548,1971-06-25 00:00:00,6.0,2.0,176.0,25.0,0.0,114.0,4.0,[Carl Lerner],[Gus Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2782,,w21054,o8048,knight and day,2010,117000000.0,261900000.0,1.2384615384615385,2010-06-23 00:00:00,6.0,2.0,174.0,25.0,0.0,110.0,3.0,"""[Quincy Z. Gunderson, Michael McCusker]""","""[Regency Enterprises, Dune Entertainment, Media Rights Capital]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2783,,w21071,,knights of the round table ,,2600000.0,8100000.0,2.1153846153846154,,,,,,,,,[Frank Clarke],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2784,,w21074,,knock knock (2015 film),,2000000.0,5200000.0,1.6,,,,,,,,,[Diego Macho],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2785,b7001,w21079,,knockaround guys,2001,15000000.0,14069721.0,-0.0620186,2002-10-11 00:00:00,10.0,4.0,284.0,40.0,1.0,92.0,4.0,[David Moritz],,"""['Barry Pepper', 'Seth Green', 'Vin Diesel', 'John Malkovich', 'Dennis Hopper']""","""['Brian Koppelman', 'David Levien']""","""['Brian Koppelman', 'David Levien']""",New Line,['Clint Mansell'],[Tom Richmond],"""['Lawrence Bender', 'Michael De Luca', 'Brian Koppelman', 'David Levien']""","['Barry Pepper', 'Seth Green', 'Vin Diesel', 'John Malkovich', 'Dennis Hopper']","['Brian Koppelman', 'David Levien']","['Brian Koppelman', 'David Levien']",['New Line'],['Clint Mansell'],['Tom Richmond'],"['Lawrence Bender', 'Michael De Luca', 'Brian Koppelman', 'David Levien']",1102956.695319578,-0.1240372,3.7318004470588235,238.70922000901982,69.0859020144715,9.86849594327731,159.40935895262962
2786,b7002,w21080,o3816,knocked up,2007,30000000.0,219100000.0,6.303333333333334,2007-06-01 00:00:00,6.0,2.0,152.0,21.0,1.0,129.0,4.0,"""[Craig Alpert, Brent White]""",[Apatow Productions],"""['Seth Rogen', 'Katherine Heigl', 'Paul Rudd', 'Leslie Mann', 'Jay Baruchel', 'Jonah Hill', 'Jason Segel', 'Kristen Wiig', 'Harold Ramis*', 'Adam Scott*', 'James Franco*', 'Steve Carell*']""",['Judd Apatow'],['Judd Apatow'],Universal,"""[Loudon Wainwright III, Joe Henry]""",[Eric Alan Edwards],"""['Judd Apatow', 'Evan Goldberg', 'Seth Rogen']""","['Seth Rogen', 'Katherine Heigl', 'Paul Rudd', 'Leslie Mann', 'Jay Baruchel', 'Jonah Hill', 'Jason Segel', 'Kristen Wiig', 'Harold Ramis', 'Adam Scott', 'James Franco', 'Steve Carell']",['Judd Apatow'],['Judd Apatow'],['Universal'],"['Loudon Wainwright III', 'Joe Henry']",['Eric Alan Edwards'],"['Judd Apatow', 'Evan Goldberg', 'Seth Rogen']",14781132.520089505,16.621076923076924,20.71086528286528,5289808.384345475,12.606666666666667,20.89627282711154,2095102.87829334
2787,b7006,w21091,,knowing ,2009,50.0,187900000.0,3757999.0,2009-03-20 00:00:00,3.0,1.0,79.0,11.0,0.0,121.0,3.0,[Richard Learoyd],"""[Escape Artists, DMG Entertainment]""","""['Liam Hemsworth', 'Nicolas Cage', 'Rose Byrne']""",['Alex Proyas'],"""['Juliet Snowden', 'Stiles White']""",Summit Entertainment,['Marco Beltrami'],[Simon Duggan],"""['Todd Black', 'David Bloomfield', 'Jason Blumenthal', 'Stephen Jones', 'Steve Tisch']""","['Liam Hemsworth', 'Nicolas Cage', 'Rose Byrne']",['Alex Proyas'],"['Juliet Snowden', 'Stiles White']",['Summit Entertainment'],['Marco Beltrami'],['Simon Duggan'],"['Todd Black', 'David Bloomfield', 'Jason Blumenthal', 'Stephen Jones', 'Steve Tisch']",11755863.372328633,3758000.969761905,7516007.214285715,4858034.050531748,6374108.080499868,3758012.581886009,18790075.608387478
2788,b7013,w21103,o5273,kong: skull island,2017,185000000.0,554400000.0,1.9967567567567568,2017-03-10 00:00:00,3.0,1.0,69.0,10.0,0.0,118.0,3.0,[Richard Pearson],"""[Legendary Pictures, Tencent Pictures]""","""['Tom Hiddleston', 'Brie Larson', 'Samuel L. Jackson', 'John Goodman', 'Toby Kebbell', 'Corey Hawkins', 'John C. Reilly', 'Thomas Mann', 'Jason Mitchell', 'Shea Whigham']""",[],"""['Max Borenstein', 'John Gatins']""",Warner Bros.,[Henry Jackman],['Larry Fong'],"""['Jon Jashni', 'Thomas Tull']""","['Tom Hiddleston', 'Brie Larson', 'Samuel L. Jackson', 'John Goodman', 'Toby Kebbell', 'Corey Hawkins', 'John C. Reilly', 'Thomas Mann', 'Jason Mitchell', 'Shea Whigham']",[''],"['Max Borenstein', 'John Gatins']",['Warner Bros.'],['Henry Jackman'],['Larry Fong'],"['Jon Jashni', 'Thomas Tull']",15285081.918250779,0.0,11.57506834348746,15505963.552973289,2858305.1388028422,3493205.1114747054,85.14768965678891
2789,,w21112,o17493,kotch,1971,1500000.0,5000000.0,2.333333333333333,1971-09-17 00:00:00,9.0,3.0,260.0,37.0,0.0,113.0,2.0,[Ralph E. Winters],[ABC Motion Pictures],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
