index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,bom_awards,bom_awards_scr,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
4373,b9747,w29761,,point break (2015 film),2015,105000000.0,133718711.0,0.2735115333333333,2015-12-25 00:00:00,12.0,4.0,359.0,51.0,1.0,,3.0,,0.0,"['Luke Bracey', 'Delroy Lindo', 'Teresa Palmer', 'Edgar Ramirez', 'Ray Winstone']",[''],[''],['Warner Bros.'],['Junkie XL'],['Ericson Core'],"['Andrew A. Kosove', 'Broderick Johnson', 'John Baldecchi', 'David Valdes', 'Christopher Taylor', 'Kurt Wimmer']",64.85557957323338,0.0,0.0,10192.334247628845,42.132936923562234,1.297055625248217,22.587771393640825
4374,b9749,w29768,,poison ,1991,250000.0,787280.0,2.14912,1991-04-05 00:00:00,4.0,2.0,95.0,13.0,0.0,,5.0,,0.0,['John Leguizamo'],[''],[''],['Zeitgeist'],['James Bennett'],['Maryse Alberti'],['Christine Vachon'],8.658501806481093,0.0,0.0,1.8208430729166665,2.14912,4.669951551797739,8.638772134651601
4375,,w29771,,poison ivy (1992 film),,3000000.0,1829804.0,-0.3900653333333333,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4376,b9753,,,pokemon 3: the movie,,16000000.0,68411275.0,3.2757046875,,,,,,,,7.0,,0.0,[''],[''],[''],['Warner Bros.'],[''],['Ellis W. Carter'],[''],0.0,0.0,0.0,10192.334247628845,0.0,9.82531371489898,0.0
4377,b9756,,,pokemon: the first movie,,30000000.0,163644662.0,4.454822066666667,,,,,,,,7.0,,0.0,[''],[''],[''],['Warner Bros.'],[''],['Ellis W. Carter'],[''],0.0,0.0,0.0,10192.334247628845,0.0,9.82531371489898,0.0
4378,b9757,,,pokemon: the movie 2000,,30000000.0,133949270.0,3.4649756666666667,,,,,,,,7.0,,0.0,[''],[''],[''],['Warner Bros.'],[''],['Ellis W. Carter'],[''],0.0,0.0,0.0,10192.334247628845,0.0,9.82531371489898,0.0
4379,b9760,w29788,,police academy ,1984,4500000.0,146000000.0,31.44444444444445,1984-03-23 00:00:00,3.0,1.0,83.0,12.0,0.0,,4.0,,0.0,[''],[''],[''],['Warner Bros.'],['Robert Folk'],['Michael D. Margulies'],['Paul Maslansky'],0.0,0.0,0.0,10192.334247628845,3.7575309613685905,18.972222222222225,10.263366209841271
4380,b9761,w29790,o21387,police academy 2: their first assignment,1985,7500000.0,61600000.0,7.213333333333333,1985-03-29 00:00:00,3.0,1.0,88.0,12.0,0.0,,3.0,,0.0,"['Steve Guttenberg', 'Bubba Smith', 'David Graf', 'Michael Winslow']",['Jerry Paris'],[''],['Warner Bros.'],['Robert Folk'],['James Crabe'],"['Paul Maslansky', 'Leonard Croll']",20.6526247,7.213333333333333,0.0,10192.334247628845,3.7575309613685905,76.84049991439822,17.476699543174604
4381,b9766,w29795,o2337,police academy: mission to moscow,1994,10000000.0,126247.0,-0.9873753000000001,1994-08-26 00:00:00,8.0,3.0,238.0,34.0,0.0,,2.0,,0.0,"['George Gaynes', 'Michael Winslow', 'David Graf', 'Leslie Easterbrook']",['Alan Metter'],[''],['Warner Bros.'],['Robert Folk'],['Ian Jones'],['Paul Maslansky'],4.251207433333333,3.1544032590909086,0.0,10192.334247628845,3.7575309613685905,-0.9873753000000001,10.263366209841271
4382,,w29818,,polly of the circus (1932 film),,438000.0,700000.0,0.5981735159817352,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4383,,w29823,,pollyanna (1920 film),,300000.0,1160962.0,2.869873333333333,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4384,,w29828,,poltergeist (1982 film),,10700000.0,121700000.0,10.373831775700934,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4385,b9775,w29827,,poltergeist (2015 film),2015,35000000.0,95437994.0,1.7267998285714286,2015-05-22 00:00:00,5.0,2.0,142.0,20.0,1.0,,3.0,,0.0,"['Sam Rockwell', 'Rosemarie DeWitt', 'Jared Harris']",['Gil Kenan'],[''],['Fox'],['Marc Streitenfeld'],['Javier Aguirresarobe'],"['Roy Lee', 'Sam Raimi']",23.682109704408333,1.6405980543722944,0.0,7.210996848464946,2.508934442809066,8.160968173250808,21.23090071761405
4386,b9777,w29830,o8431,poltergeist ii: the other side,1986,19000000.0,40900000.0,1.1526315789473685,1986-05-23 00:00:00,5.0,2.0,143.0,20.0,1.0,,3.0,Nominated for One Oscar.,1.0,['Craig T. Nelson'],['Brian Gibson'],[''],['MGM'],['Jerry Goldsmith'],['Andrew Laszlo'],"['Michael Grais', 'Mark Victor']",7.006304636417425,1.3348922099282297,0.0,7055.647545642367,5.671685569388396,3.462624835789474,5.263514315497076
4387,b9778,w29829,o11779,poltergeist iii,1988,10500000.0,14100000.0,0.3428571428571429,1988-06-10 00:00:00,6.0,2.0,162.0,23.0,0.0,,3.0,,0.0,"['Tom Skerritt', 'Nancy Allen', 'Heather ORourke', 'Zelda Rubinstein']",['Gary Sherman'],[''],['MGM'],['Joe Renzetti'],['Alex Nepomniaschy'],['Barry Bernardi'],3.1078180156575312,0.3428571428571429,0.0,7055.647545642367,11.733616103174603,0.4645902091242091,0.3428571428571429
4388,b9398,w29833,,pom wonderful presents: the greatest movie ever sold,2011,1800000.0,638476.0,-0.6452911111111111,2011-04-22 00:00:00,4.0,2.0,112.0,16.0,0.0,,3.0,,0.0,['Morgan Spurlock'],['Morgan Spurlock'],['Morgan Spurlock'],['Sony Classics'],['Jon Spurney'],['Daniel Marracino'],"['Keith Calder', 'Morgan Spurlock']",-0.6452911111111111,81.19644640299143,105.97749860398858,6.865590987752077,-0.6452911111111111,-0.3867328305555556,88.02137362521364
4389,b9780,w29835,,pompeii ,2014,100000000.0,117831631.0,0.17831631,2014-02-21 00:00:00,2.0,1.0,52.0,7.0,1.0,,3.0,,0.0,"['Kit Harington', 'Emily Browning', 'Kiefer Sutherland', 'Jared Harris']",['Paul W.S. Anderson'],[''],['TriStar'],['Clinton Shorter'],['Glen MacPherson'],"['Paul W.S. Anderson', 'Don Carmody', 'Peter Schlessel']",29.407240830537837,2.1449099560613125,0.0,11257.356624180373,6.554770678510929,1.2296069858941485,49.09683900769093
4390,b9785,w29848,o18364,pooh's heffalump movie,2005,20000000.0,52858433.0,1.64292165,2005-02-11 00:00:00,2.0,1.0,42.0,6.0,0.0,,7.0,,0.0,"['Jim Cummings', 'John Fiedler', 'Nikita Hopkins', 'Kath Soucie']",['Frank Nissen'],['Evan Spiliotopoulos'],['Buena Vista'],"['Joel McNeely', '(score)', 'Carly Simon', '(songs)']",[''],['Jessica Koplos-Miller'],5.739707049516908,1.64292165,1.9204535331304349,7.158891728638755,22.92800174542839,0.0,1.64292165
4391,b9788,w29869,o20085,pootie tang,2001,7000000.0,3313583.0,-0.5266310000000001,2001-06-29 00:00:00,6.0,2.0,180.0,25.0,1.0,,3.0,,0.0,"['Chris Rock', 'Jennifer Coolidge', 'Kristen Bell']",['Louis C.K.'],[''],['Paramount'],"['QD3', 'Prince Paul', '(Additional)']",['Willy Kurant'],"['Caldecot Chubb', 'David Gale', 'Ali LeRoi', 'Chris Rock']",21.589929854413775,-0.5266310000000001,0.0,10058.271040349393,-1.5798930000000002,-0.596837180952381,1.7265616446941947
4392,,w29884,,popeye (1980 film),,20000000.0,60000000.0,2.0,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393,b9793,w29894,o5439,popstar: never stop never stopping,2016,20000000.0,9500000.0,-0.525,2016-06-03 00:00:00,6.0,2.0,155.0,22.0,1.0,,4.0,,0.0,"['Andy Samberg', 'Akiva Schaffer', 'Jorma Taccone']","['Akiva Schaffer', 'Jorma Taccone']",[''],['Universal'],['Matthew Compton'],['Brandon Trost'],"['Judd Apatow', 'Rodney Rothman', 'Andy Samberg', 'Akiva Schaffer', 'Jorma Taccone']",3.5947725845237555,-0.6145164961055569,0.0,10.61034975822026,-0.29635525,1.0419935842351618,3.6720989644452877
4394,b9795,w29909,o11048,porky's,1981,25000000.0,105000000.0,3.2,1982-03-19 00:00:00,3.0,1.0,78.0,11.0,0.0,,4.0,,0.0,"['Dan Monahan', 'Mark Herrier', 'Wyatt Knight', 'Roger Wilson']",['Bob Clark'],[''],['Fox'],"['Paul Zaza', 'Carl Zittrer']",['Reginald H. Morris'],"['Don Carmody', 'Arnold Kopelson']",12.8,2.434702833333333,0.0,7.210996848464946,5.558684895238095,2.4903054888888887,56.66835413813256
4395,,w29945,o6597,portrait in black,1960,1400000.0,9200000.0,5.571428571428571,2060-07-27 00:00:00,7.0,3.0,209.0,30.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4396,,w29952,o15425,portrait of jennie,1948,4041000.0,1510000.0,-0.6263301163078446,2049-04-22 00:00:00,4.0,2.0,112.0,16.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4397,b9804,w29956,,poseidon ,2006,160000000.0,181674817.0,0.13546760625,2006-05-12 00:00:00,5.0,2.0,132.0,19.0,0.0,,3.0,Nominated for One Oscar.,1.0,"['Josh Lucas', 'Kurt Russell', 'Jacinda Barrett', 'Richard Dreyfuss', 'Emmy Rossum', 'Mia Maestro', 'Andre Braugher', 'Kevin Dillon', 'Freddy Rodriguez', 'Stacy Ferguson', 'Mike Vogel']",['Wolfgang Petersen'],['Mark Protosevich'],['Warner Bros.'],['Klaus Badelt'],['John Seale'],"['Akiva Goldsman', 'Jon Jashni']",41.21200064976978,3.904027019839811,2.0890165182291667,10192.334247628845,11.429250757193849,16.788776773307166,13.567681852702838
4398,,w29962,,posse (1993 film),,10000000.0,18289763.0,0.8289763000000001,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4399,,w29966,,possessed (1931 film),,378000.0,1522000.0,3.0264550264550265,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,,w29967,,possessed (1947 film),,2592000.0,2300000.0,-0.11265432098765432,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4401,,w29971,,possession (2002 film),,25000000.0,14815898.0,-0.40736408,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4402,b9809,w29976,o18817,post grad,2009,15000000.0,6414729.0,-0.5723514000000001,2009-08-21 00:00:00,8.0,3.0,233.0,33.0,0.0,,3.0,,0.0,"['Alexis Bledel', 'Carol Burnett', 'Michael Keaton', 'Jane Lynch']",['Vicky Jenson'],[''],['Fox'],['Christophe Beck'],['Charles Minsky'],"['Joe Medjuck', 'Tom Pollock']",13.293169509949585,-0.5723514000000001,0.0,7.210996848464946,8.169993830090558,4.5790708884370055,15.402800753248123
4403,b9812,,,postal,,15000000.0,146741.0,-0.9902172666666668,,,,,,,,4.0,,0.0,[''],['Uwe Boll'],[''],['Unknown'],[''],['Ellis W. Carter'],[''],0.0,-0.5426376958333333,0.0,7.283307604142512,0.0,9.82531371489898,0.0
4404,b9813,w29982,,postcards from the edge ,1990,22000000.0,39071603.0,0.7759819545454546,1990-09-14 00:00:00,9.0,3.0,257.0,36.0,0.0,,4.0,Nominated for Two Oscars.,2.0,"['Annette Bening', 'Meryl Streep', 'Dennis Quaid']",['Mike Nichols'],[''],['Columbia'],['Carly Simon'],['Michael Ballhaus'],['Mike Nichols'],29.72889432544718,7.1450823521988465,0.0,50891.751764844994,7.194592315111989,7.871738610304612,4.937277681198206
4405,b9818,w29997,o20441,poultrygeist: night of the chicken dead,2006,500000.0,22623.0,-0.9547540000000001,2008-05-09 00:00:00,5.0,2.0,130.0,18.0,0.0,,6.0,,0.0,"['Jason Yachanin', 'Kate Graham', 'Allyson Sereboff', 'Robin L. Watkins']",['Lloyd Kaufman'],[''],['Troma'],['Duggie Banas'],['Brendan C. Flynt'],"['Andy Deemer', 'Michael Herz', 'Lloyd Kaufman', 'Pat Swinney Kaufman', 'Kiel Walker']",-3.8190160000000004,-0.6276213913043479,0.0,-0.6276213913043479,-0.9547540000000001,-0.9547540000000001,-4.119504782608696
4406,,w30004,,powder ,,9500000.0,30862156.0,2.2486479999999998,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4407,,w30012,,power (1986 film),,16000000.0,3800000.0,-0.7625,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4408,,w30017,,power dive ,,86000.0,1000000.0,10.627906976744184,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4409,b9824,w30032,,power rangers ,2017,100000000.0,129010590.0,0.2901059,2017-03-24 00:00:00,3.0,1.0,83.0,12.0,0.0,,3.0,,0.0,"['Elizabeth Banks', 'Bryan Cranston']",['Dean Israelite'],"['John Gatins', 'Burk Sharpless', 'Matt Sazama', 'Zack Stentz', 'Ashley Miller', 'Max Landis']",['Lionsgate'],['Brian Tyler'],['Matthew J. Lloyd'],['Roberto Orci'],21.250221548873107,1.0289379916666668,9.19701333392615,7.999250695862709,2.800142790267561,0.09233876666666663,1.8629045194283282
4410,b9829,w30040,o13601,practical magic,1998,75000000.0,46683377.0,-0.3775549733333333,1998-10-16 00:00:00,10.0,4.0,289.0,41.0,1.0,,3.0,,0.0,"['Sandra Bullock', 'Nicole Kidman', 'Goran Visnjic']",['Griffin Dunne'],"['Adam Brooks', 'Akiva Goldsman', 'Robin Swicord']",['Warner Bros.'],['Alan Silvestri'],['Andrew Dunn'],['Denise Di Novi'],36.71962068217894,2.0144715133333335,26.888267940461006,10192.334247628845,7.4759295538943,13.285013931113212,5.481521677065787
4411,b9834,w30067,,preacher's kid ,2010,3000000.0,515065.0,-0.8283116666666667,2010-01-29 00:00:00,1.0,1.0,29.0,4.0,0.0,,3.0,,0.0,[''],[''],[''],['8X Entertainment'],[''],['Dave Perkal'],"['Marc Bienstock', 'Richard J. Cook', 'Matthew Crouch', 'Stan Foster', 'Darryl Taja']",0.0,0.0,0.0,-0.6223313737373738,0.0,-0.8283116666666667,-1.3040597058080807
4412,,w30075,,precious ,,10000000.0,63600000.0,5.36,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4413,b9837,,,predator,,15000000.0,98267558.0,5.551170533333332,1987-06-12 00:00:00,6.0,2.0,163.0,23.0,0.0,,4.0,Nominated for One Oscar.,1.0,['Arnold Schwarzenegger'],['John McTiernan'],[''],['Fox'],['Alan Silvestri'],['Ellis W. Carter'],"['John Davis', 'Lawrence Gordon', 'Joel Silver']",8.018120153546153,6.491953271627632,0.0,7.210996848464946,7.4759295538943,9.82531371489898,13.627725613504111
4414,b9839,w30077,o15056,predator 2,1990,35000000.0,57100000.0,0.6314285714285715,1990-11-21 00:00:00,11.0,4.0,325.0,46.0,1.0,,4.0,,0.0,['Danny Glover'],['Stephen Hopkins'],[''],['Fox'],['Alan Silvestri'],['Peter Levy'],"['John Davis', 'Lawrence Gordon', 'Lloyd Levin', 'Joel Silver']",9.737741627013135,6.548785852103174,0.0,7.210996848464946,7.4759295538943,0.4938083969179895,16.790660897177045
4415,b9840,w30078,,predators ,2010,40000000.0,127233108.0,2.1808277,2010-07-09 00:00:00,7.0,3.0,190.0,27.0,1.0,,4.0,,0.0,"['Adrien Brody', 'Topher Grace', 'Danny Trejo', 'Laurence Fishburne', 'Alice Braga']",['Nimr?d Antal'],['Alex Litvak'],['Fox'],['John Debney'],['Gyula Pados'],"['John Davis', 'Robert Rodriguez', 'Alex Young']",41.127924740982934,0.6572025113304094,1.4722437433333333,7.210996848464946,4.311942216370942,0.921935139712898,28.309813306082095
4416,b9842,w30081,,prefontaine ,1997,8000000.0,589304.0,-0.9263370000000001,1997-01-24 00:00:00,1.0,1.0,24.0,3.0,1.0,,3.0,,0.0,['Breckin Meyer'],[''],[''],['Buena Vista'],['Mason Daring'],['Peter Gilbert'],"['Mark Doonan', 'Peter Gilbert', 'Jon Lutz', 'Irby Smith']",8.333656671501627,0.0,0.0,7.158891728638755,1.5950729617967112,8.465402928571429,14.9650010026455
4417,,w30087,,premature ,,1000000.0,5000000.0,4.0,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4418,b9846,w30091,o3480,premium rush,2012,35000000.0,31083599.0,-0.11189717142857143,2012-08-24 00:00:00,8.0,3.0,237.0,34.0,0.0,,3.0,,0.0,"['Michael Shannon', 'Dania Ramirez', 'Jamie Chung', 'Aasif Mandvi']",['David Koepp'],"['John Kamps', 'David Koepp']",['Sony / Columbia'],['David Sardy'],['Mitchell Amundsen'],['Gavin Polone'],12.12702348274452,0.4228988907142857,8.515892330757742,2840.565765788319,2.7879635631740367,0.16617099200925217,1.8148988570372917
4419,b9847,,,premonition,,20000000.0,84146832.0,3.2073416,,,,,,,,3.0,,0.0,"['Sandra Bullock', 'Julian McMahon', 'Nia Long', 'Amber Valletta']",[''],[''],['Sony / Columbia'],['Klaus Badelt'],['Ellis W. Carter'],"['Jennifer Gibgot', 'Jon Jashni', 'Adam Shankman']",31.90622727228957,0.0,0.0,2840.565765788319,11.429250757193849,9.82531371489898,9.838155256207418
4420,,w30093,,premonition (2007 film),,20000000.0,84100000.0,3.205,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4421,b9848,w30103,o14367,presenting lily mars,1943,1045000.0,3255000.0,2.1148325358851685,2043-04-29 00:00:00,4.0,2.0,119.0,17.0,0.0,,6.0,,0.0,"['Judy Garland', 'Van Heflin', 'Fay Bainter', 'Richard Carlson', 'Spring Byington', 'Marta Eggerth']",['Norman Taurog'],"['Richard Connell', 'Gladys Lehman']",['MGM'],['George Stoll'],['Joseph Ruttenberg '],['Joe Pasternak'],13.231454223952152,1.6906977637114398,3.5041974443111363,7055.647545642367,1.168159676834936,1.5539073258236222,1.0346161098809905
4422,b9851,w30124,,presumed innocent ,1990,20000000.0,221300000.0,10.065,1990-07-27 00:00:00,7.0,3.0,208.0,29.0,0.0,,4.0,,0.0,"['Harrison Ford', 'Brian Dennehy', 'Raul Julia', 'Bonnie Bedelia', 'Bradley Whitford', 'Jeffrey Wright']",['Alan J. Pakula'],[''],['Warner Bros.'],['John Williams'],['Gordon Willis'],['Sydney Pollack'],45.917820683537066,13.301281215555555,0.0,10192.334247628845,15.513175485657374,5.980598433754208,12.712714790485942
4423,b9857,w30134,o8434,pretty in pink,28-Feb,9000000.0,40400000.0,3.488888888888889,1986-02-28 00:00:00,2.0,1.0,59.0,8.0,0.0,,3.0,,0.0,"['Molly Ringwald', 'Harry Dean Stanton', 'Jon Cryer', 'Annie Potts']",['Howard Deutch'],['John Hughes'],['Paramount'],['Michael Gore'],['Tak Fujimoto'],"['Lauren Schuler Donner', 'John Hughes']",11.045911714748677,1.0827923262222223,7.863630048352857,10058.271040349393,30.194089972929234,10.6130800742982,12.590470101551485
4424,b9853,w30141,o18366,pretty persuasion,2005,2500000.0,537126.0,-0.7851496,2005-08-12 00:00:00,8.0,3.0,224.0,32.0,0.0,,4.0,,0.0,"['Evan Rachel Wood', 'James Woods', 'Ron Livingston', 'Christina Applegate']",['Marcos Siega'],[''],['IDP'],['Gilad Benamram'],['Ramsey Nickell'],"['Marcos Siega', 'Matt Weaver', 'Todd Dagres', 'Carl Levin']",15.173781484348325,-0.7794656200000001,0.0,55.235757962259605,-0.7851496,-0.37450325,-3.1405984
4425,b9856,w30146,o15057,pretty woman,1990,14000000.0,463406268.0,32.100447714285714,1990-03-23 00:00:00,3.0,1.0,82.0,11.0,0.0,,4.0,Nominated for One Oscar.,1.0,"['Richard Gere', 'Julia Roberts']",['Garry Marshall'],['J.F. Lawton'],['Buena Vista'],['James Newton Howard'],['Charles Minsky'],"['Gary W. Goldstein', 'Arnon Milchan', 'Laura Ziskin']",18.29254431488078,5.459012810540802,6.700181736417234,7.158891728638755,5.907034267845685,4.5790708884370055,29.613355838444143
4426,b9860,w30156,o10680,price of glory,2000,18000000.0,3548556.0,-0.802858,2000-03-31 00:00:00,3.0,1.0,91.0,13.0,0.0,,3.0,,0.0,"['Jimmy Smits', 'Maria del Mar', 'Jon Seda', 'Clifton Collins Jr.']",['Carlos Ávila'],[''],['New Line'],['Joseph JuliaÌ\x81n GonzaÌ\x81lez'],['Affonso Beato'],"['Arthur Friedman', 'Moctesuma Esparza']",-2.8371373226699226,-0.802858,0.0,8.540224353427202,-0.8906420434782609,0.7635177426666667,4.618694917748917
4427,,w30167,,pride & prejudice (2005 film),,,121100000.0,0.0,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4428,b9865,w30166,,pride and glory ,2008,30000000.0,31148328.0,0.0382776,2008-10-24 00:00:00,10.0,4.0,298.0,42.0,0.0,,4.0,,0.0,"['Frank Grillo', 'Colin Farrell', 'Edward Norton', 'Jon Voight', 'Noah Emmerich', 'Lake Bell']",['Gavin OConnor'],"['Joe Carnahan', 'Gavin OConnor']",['Warner Bros. (New Line)'],['Mark Isham'],['Declan Quinn'],['Greg OConnor'],30.415918278096708,1.4017317147727273,2.3383103179185523,14.43461163441468,4.615574897288466,1.240163431148578,0.0382776
4429,,w30168,,pride and prejudice (1940 film),,1437000.0,1.8,-0.9999987473903966,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,b9869,w30169,,pride and prejudice and zombies ,2016,28000000.0,16405171.0,-0.4141010357142857,2016-02-05 00:00:00,2.0,1.0,36.0,5.0,0.0,,3.0,,0.0,"['Lena Headey', 'Bella Heathcote', 'Jack Huston', 'Lily James', 'Sam Riley']",['Burr Steers'],['Burr Steers'],['Sony / Screen Gems'],['Fernando VelaÌ\x81zquez'],['Remi Adefarasin'],['Natalie Portman'],15.459390797301586,0.4643605036976912,0.634232914021164,3.103942139239056,0.3503037138304138,1.4908025074404763,0.6824321539285715
4431,b9870,,,priest,,60000000.0,78309131.0,0.3051521833333333,,,,,,,,3.0,,0.0,"['Paul Bettany', 'Cam Gigandet', 'Maggie Q', 'Karl Urban', 'Christopher Plummer', 'Lily Collins', 'Stephen Moyer']",['Scott Charles Stewart'],['Cory Goodman'],['Sony / Screen Gems'],['Christopher Young'],['Ellis W. Carter'],['Michael De Luca'],52.79051112102595,2.822159610561661,2.2088684916666663,3.103942139239056,6.513784824787904,9.82531371489898,5.7148088194982085
4432,,w30187,,priest (2011 film),,60000000.0,78309131.0,0.3051521833333333,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4433,b9872,w30190,,primal fear ,1996,30000000.0,102600000.0,2.42,1996-04-05 00:00:00,4.0,2.0,96.0,13.0,0.0,,4.0,Nominated for One Oscar.,1.0,"['Richard Gere', 'Laura Linney', 'Edward Norton', 'Frances McDormand']",['Gregory Hoblit'],['Ann Biderman'],['Paramount'],['James Newton Howard'],['Michael Chapman'],['Gary Lucchesi'],36.1522140763183,1.8956947398617512,2.7805231,10058.271040349393,5.907034267845685,9.532635929169675,15.010744200248388
4434,b9873,w30192,,primary colors ,1998,65000000.0,52090187.0,-0.1986125076923077,1998-03-20 00:00:00,3.0,1.0,79.0,11.0,0.0,,4.0,Nominated for Two Oscars.,2.0,"['John Travolta', 'Emma Thompson', 'Kathy Bates', 'Billy Bob Thornton']",['Mike Nichols'],[''],['Universal'],['Ry Cooder'],['Michael Ballhaus'],['Mike Nichols'],34.957598914663976,7.1450823521988465,0.0,10.61034975822026,1.603419967002442,7.871738610304612,4.937277681198206
4435,b9874,w30194,,prime ,2005,22000000.0,67937494.0,2.088067909090909,2005-10-28 00:00:00,10.0,4.0,301.0,43.0,0.0,,3.0,,0.0,"['Uma Thurman', 'Meryl Streep']",[''],[''],['Universal'],['Ryan Shore'],[''],"['Mark Gordon', 'Bob Yari']",22.35519637534823,0.0,0.0,10.61034975822026,0.03325681818181817,0.0,24.767020738149462
4436,b9875,w30200,,primer ,2004,7000.0,424760.0,59.68,2004-10-08 00:00:00,10.0,4.0,282.0,40.0,1.0,,3.0,,0.0,[''],[''],[''],['ThinkFilm'],['Shane Carruth'],[''],['Shane Carruth'],0.0,0.0,0.0,6.5185424503030305,59.68,0.0,59.68
4437,,w30203,,primrose path ,,702000.0,1200000.0,0.7094017094017094,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4438,b9879,w30216,o1177,prince avalanche,2013,725000.0,442313.0,-0.38991310344827584,2013-08-09 00:00:00,8.0,3.0,221.0,31.0,0.0,,4.0,,0.0,"['Paul Rudd', 'Emile Hirsch']",['David Gordon Green'],['David Gordon Green'],['Magnolia'],"['Explosions in the Sky', 'David Wingo']",['Tim Orr'],"['Lisa Muskat', 'Derrick Tseng', 'Craig Zobel', 'James Belfer', 'David Gordon Green']",19.003742609498396,-0.03251891396442219,-0.5852141517241379,1.1977919934573633,2.53990697006705,-0.05015256025576272,-2.8491904114942526
4439,b9880,w30222,,prince of darkness ,1987,3000000.0,14100000.0,3.7,1987-10-23 00:00:00,10.0,4.0,296.0,42.0,0.0,,4.0,,0.0,[''],['John Carpenter'],[''],['Universal'],"['John Carpenter', 'Alan Howarth']",['Gary B. Kibbe'],['Larry J. Franco'],0.0,12.713837289087197,0.0,10.61034975822026,4.508212511891234,0.695319692016317,4.112796734749297
4440,b9882,,,prince of persia: the sands of time,,200000000.0,336365676.0,0.68182838,2010-05-28 00:00:00,5.0,2.0,148.0,21.0,1.0,,3.0,,0.0,"['Jake Gyllenhaal', 'Ben Kingsley', 'Alfred Molina', 'Gemma Arterton']",['Mike Newell'],"['Carlo Bernard', 'Doug Miro', 'Boaz Yakin']",['Buena Vista'],[''],['Ellis W. Carter'],['Jerry Bruckheimer'],26271.216380134225,9.10731228819264,1.660740545,7.158891728638755,0.0,9.82531371489898,40053.832117323174
4441,b9883,w30231,,prince of the city ,1981,8600000.0,8124257.0,-0.05531895348837209,1981-08-19 00:00:00,8.0,3.0,231.0,33.0,0.0,,4.0,Nominated for One Oscar.,1.0,['Lance Henriksen'],[''],[''],['Warner Bros.'],['Paul Chihara'],['Andrzej Bartkowiak'],['Burtt Harris'],10.588704877495275,0.0,0.0,10192.334247628845,5.902835077333036,12.434323397171816,0.9446810465116279
4442,,w30237,,prince valiant (1954 film),,2970000.0,892600000.0,299.5387205387205,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
